City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,shumskiy,3,RU,1572980936,93,54.83,99.13,17.51,3.56
275,tingo maria,40,PE,1572980937,52,-9.29,-76.01,89.6,6.93
276,cidreira,86,BR,1572980890,82,-30.17,-50.22,68.54,21.9
277,sabang,92,PH,1572980387,85,13.8,121.11,82.0,1.99
278,praia da vitoria,40,PT,1572980937,63,38.73,-27.07,64.4,6.62
279,eucaliptus,75,BO,1572980937,34,-17.6,-67.51,68.0,17.22
280,agadez,0,NE,1572980938,18,16.97,7.99,87.8,9.17
281,paris,33,FR,1572980869,87,48.86,2.35,48.99,2.24
282,thunder bay,75,CA,1572980806,53,48.41,-89.26,27.0,13.87
283,khandwa,18,IN,1572980939,74,21.82,76.36,75.31,4.9
284,skovorodino,0,RU,1572980939,80,53.99,123.94,1.56,7.72
285,nyurba,83,RU,1572980939,94,63.29,118.35,-6.36,4.92
286,galle,36,GN,1572980939,72,10.08,-12.83,81.27,3.11
287,hay river,75,CA,1572980390,79,60.82,-115.79,21.2,14.99
288,victoria,90,BN,1572980340,88,5.28,115.24,77.0,3.36
289,nokha,0,IN,1572980940,26,27.56,73.47,77.36,6.31
290,hovd,40,NO,1572980760,79,63.83,10.7,28.99,6.93
291,bandarbeyla,0,SO,1572980940,81,9.49,50.81,80.74,9.8
292,camopi,99,GF,1572980385,29,3.17,-52.33,97.43,6.33
293,uttarkashi,0,IN,1572980940,68,30.73,78.44,50.56,3.98
294,guaymas,40,MX,1572980940,58,27.92,-110.9,91.0,11.41
295,grootfontein,20,NA,1572980938,30,-19.56,18.1,80.6,6.93
296,kenai,90,US,1572980941,74,60.55,-151.26,37.0,9.17
297,christchurch,100,NZ,1572980941,93,-43.53,172.64,55.99,10.29
298,sovetskaya,84,RU,1572980941,6,44.78,41.17,46.0,5.99
299,kupang,55,ID,1572980941,72,-10.16,123.6,81.16,7.2
300,esperance,75,AU,1572980382,81,-33.86,121.89,53.6,6.93
301,lavrentiya,5,RU,1572980377,81,65.58,-170.99,23.4,9.13
302,manbij,5,SY,1572980942,57,36.53,37.96,48.2,2.24
303,omboue,66,GA,1572980942,91,-1.57,9.26,75.31,4.23
304,lubango,67,AO,1572980942,87,-14.92,13.49,61.79,4.99
305,senanga,51,ZM,1572980942,33,-16.1,23.3,80.06,2.71
306,yumen,92,CN,1572980367,38,40.29,97.04,42.35,6.08
307,lamin,0,GM,1572980943,74,13.35,-16.43,86.0,9.17
308,kita,20,JP,1572980943,62,35.76,139.74,55.99,10.29
309,mitsamiouli,20,KM,1572980348,69,-11.38,43.28,82.4,16.13
310,batagay-alyta,100,RU,1572980352,94,67.8,130.41,-1.47,4.85
311,georgetown,20,GY,1572980943,79,6.8,-58.16,84.2,13.87
312,waingapu,2,ID,1572980387,69,-9.65,120.26,82.2,4.18
313,traralgon,83,AU,1572980944,93,-38.19,146.54,57.0,3.06
314,dryden,90,CA,1572980758,61,49.79,-92.84,17.6,16.11
315,panama city,20,US,1572980708,83,30.16,-85.65,80.6,6.93
316,rameswaram,31,IN,1572980944,72,9.28,79.3,82.51,7.85
317,tripoli,0,GR,1572980944,82,37.51,22.37,66.99,2.24
318,suntar,57,RU,1572980944,93,62.16,117.65,-4.24,4.41
319,abu zabad,0,SD,1572980386,19,12.35,29.25,83.89,9.44
320,lagoa,0,PT,1572980945,63,37.14,-8.45,64.4,13.87
321,arman,99,RU,1572980945,67,59.7,150.17,31.05,21.83
322,koprivnice,90,CZ,1572980945,93,49.6,18.14,48.99,2.24
323,ulladulla,0,AU,1572980945,87,-35.36,150.48,48.2,9.17
324,vitim,73,RU,1572980945,99,59.44,112.57,-5.75,1.9
325,toba,20,JP,1572980946,76,34.47,136.83,51.8,12.75
326,nanortalik,100,GL,1572980354,98,60.14,-45.24,34.5,34.38
327,katangli,100,RU,1572980946,95,51.71,143.23,31.53,6.06
328,pontal do parana,75,BR,1572980946,69,-25.67,-48.51,73.99,18.34
329,vilhena,64,BR,1572980689,44,-12.74,-60.15,93.34,0.31
330,poughkeepsie,20,US,1572980946,67,41.71,-73.93,57.99,7.78
331,palu,28,ID,1572980946,97,-0.9,119.87,65.7,1.68
332,naze,75,NG,1572980947,94,5.43,7.07,77.0,4.34
333,vestmannaeyjar,40,IS,1572980947,73,63.44,-20.27,39.2,13.87
334,kandrian,100,PG,1572980947,92,-6.21,149.55,70.75,3.38
335,kushima,0,JP,1572980947,87,31.5,131.29,55.0,3.0
336,tafresh,0,IR,1572980870,58,34.69,50.01,47.14,4.29
337,baykit,100,RU,1572980948,96,61.68,96.39,6.42,2.93
338,cabedelo,20,BR,1572980948,62,-6.97,-34.84,84.2,11.41
339,pisco,20,PE,1572980948,30,-13.71,-76.2,71.6,10.29
340,sedalia,1,US,1572980948,40,38.7,-93.23,55.4,2.28
341,antalaha,68,MG,1572980949,80,-14.9,50.28,79.0,12.77
342,sao paulo de olivenca,90,BR,1572980949,52,-3.38,-68.87,92.82,1.97
343,tautira,40,PF,1572980949,74,-17.73,-149.15,84.2,10.29
344,pacific grove,1,US,1572980949,67,36.62,-121.92,75.0,3.36
345,lake havasu city,1,US,1572980949,10,34.47,-114.34,78.8,11.41
346,kizukuri,44,JP,1572980949,58,40.81,140.39,48.0,7.0
347,camacupa,100,AO,1572980950,94,-12.02,17.48,63.37,3.29
348,madang,100,CN,1572980950,64,35.32,102.79,36.57,4.12
349,ossora,100,RU,1572980380,95,59.24,163.07,36.93,41.05
350,saint-francois,75,FR,1572980365,93,46.42,3.91,48.2,2.24
351,novyy urengoy,93,RU,1572980950,93,66.08,76.63,17.69,12.41
352,vanimo,100,PG,1572980950,81,-2.67,141.3,80.15,8.57
353,umm kaddadah,0,SD,1572980379,15,13.6,26.69,84.58,8.66
354,maragogi,22,BR,1572980784,72,-9.01,-35.22,78.67,11.25
355,broken hill,0,AU,1572980951,21,-31.97,141.45,62.6,9.17
356,richards bay,50,ZA,1572980951,81,-28.77,32.06,73.71,22.91
357,bilibino,60,RU,1572980951,88,68.06,166.44,3.76,2.75
358,grand gaube,40,MU,1572980952,88,-20.01,57.66,73.4,3.36
359,kisangani,62,CD,1572980952,93,0.52,25.21,72.86,2.35
360,suicheng,41,CN,1572980952,71,33.9,117.93,51.76,4.54
361,cockburn town,0,TC,1572980952,76,21.46,-71.14,81.77,16.37
362,nador,34,MA,1572980952,63,35.17,-2.93,64.4,11.41
363,tricase,75,IT,1572980952,88,39.93,18.36,71.01,17.22
364,puerto ayacucho,40,CO,1572980952,55,5.66,-67.63,91.4,9.17
365,valparaiso,40,US,1572980235,48,41.47,-87.06,46.4,12.75
366,ambon,75,FR,1572980953,87,47.55,-2.56,54.0,6.93
367,alta floresta,77,BR,1572980374,36,-9.87,-56.08,98.53,2.66
368,ketchikan,90,US,1572980900,93,55.34,-131.65,48.2,1.1
369,raudeberg,100,NO,1572980370,51,61.99,5.14,37.99,5.82
370,malindi,40,KE,1572980953,78,-3.22,40.12,80.6,13.87
371,ilulissat,40,GL,1572980953,61,69.22,-51.1,32.0,10.29
372,shiyan,90,CN,1572980954,63,32.65,110.78,54.05,1.88
373,husavik,14,CA,1572980954,79,50.56,-96.99,21.0,5.99
374,pochutla,20,MX,1572980954,62,15.74,-96.47,91.0,3.42
375,saint-joseph,4,FR,1572980954,58,43.56,6.97,59.0,16.11
376,hobyo,85,SO,1572980954,81,5.35,48.53,79.88,9.44
377,kattivakkam,20,IN,1572980954,88,13.22,80.32,82.99,7.02
378,lodja,29,CD,1572980954,72,-3.52,23.6,76.3,1.63
379,wewak,100,PG,1572980955,90,-3.55,143.63,74.75,3.65
380,vizinga,100,RU,1572980955,94,61.08,50.08,27.43,8.3
381,touros,40,BR,1572980955,58,-5.2,-35.46,84.2,17.22
382,warrington,20,GB,1572980955,75,53.39,-2.59,48.2,6.93
383,danshui,0,CN,1572980956,53,22.81,114.46,73.99,4.47
384,leningradskiy,4,RU,1572980956,75,69.38,178.42,12.97,7.34
385,altay,22,CN,1572980956,60,47.83,88.13,32.25,4.18
386,marzuq,3,YE,1572980956,32,14.4,46.47,68.7,2.59
387,tahe,0,CN,1572980956,68,52.34,124.71,6.8,12.71
388,huarmey,5,PE,1572980957,45,-10.07,-78.15,78.42,10.76
389,arica,100,CL,1572980957,60,-18.48,-70.32,69.8,12.75
390,kemin,100,KG,1572980370,95,42.79,75.7,20.73,1.97
391,samarai,100,PG,1572980957,92,-10.62,150.67,73.54,4.45
392,pekalongan,13,ID,1572980957,76,-6.89,109.67,74.68,8.63
393,songea,20,TZ,1572980958,44,-10.68,35.65,78.8,5.82
394,hualmay,12,PE,1572980958,53,-11.1,-77.61,74.03,10.94
395,warri,88,NG,1572980862,91,5.52,5.75,77.2,4.63
396,simplicio mendes,92,BR,1572980958,34,-7.85,-41.91,93.2,3.4
397,juneau,90,US,1572980959,93,58.3,-134.42,39.99,3.36
398,immokalee,20,US,1572980959,62,26.42,-81.42,89.6,5.01
399,amga,100,RU,1572980959,91,60.89,131.98,3.36,5.23
400,jalu,0,LY,1572980389,31,29.03,21.55,75.11,6.8
401,gunjur,0,GM,1572980959,74,13.18,-16.76,86.0,9.17
402,vila franca do campo,75,PT,1572980960,63,37.72,-25.43,62.6,6.93
403,simao,11,CN,1572980960,97,22.76,100.79,56.68,2.66
404,prykolotne,82,UA,1572980960,94,50.16,37.35,54.34,11.32
405,lewistown,40,US,1572980858,52,40.39,-90.15,48.99,14.99
406,alugan,52,PH,1572980382,84,12.22,125.48,79.92,7.45
407,mananjary,45,MG,1572980960,76,-19.16,46.8,66.87,11.88
408,tazovskiy,93,RU,1572980847,96,67.47,78.7,11.07,8.39
409,ostrovnoy,88,RU,1572980961,99,68.05,39.51,15.12,6.35
410,vuktyl,85,RU,1572980961,97,63.86,57.31,13.37,6.58
411,harper,90,US,1572980387,72,30.3,-99.24,72.0,6.93
412,kremenchuk,1,UA,1572980961,63,49.08,33.43,56.79,4.92
413,suratgarh,0,IN,1572980961,24,29.32,73.9,75.25,8.72
414,saint-pierre,75,FR,1572980962,93,48.95,4.24,50.0,2.24
415,nouadhibou,100,MR,1572980962,64,20.93,-17.03,73.4,16.11
416,saint-augustin,90,CA,1572980364,93,45.63,-73.98,48.2,8.05
417,gigmoto,25,PH,1572980962,76,13.78,124.39,82.62,3.02
418,emerald,23,AU,1572980962,29,-23.53,148.16,62.6,3.36
419,bria,18,CF,1572980962,56,6.54,21.99,74.3,2.37
420,verkh-usugli,100,RU,1572980963,91,52.7,115.17,16.57,2.15
421,lakota,30,CI,1572980963,85,5.85,-5.68,77.77,4.07
422,idil,99,TR,1572980963,40,37.34,41.89,53.22,5.41
423,chengde,95,CN,1572980963,64,40.97,117.93,38.75,2.17
424,shache,67,CN,1572980963,35,38.42,77.24,44.4,0.96
425,liverpool,20,GB,1572980670,75,53.41,-2.98,48.2,6.93
426,paragominas,46,BR,1572980964,31,-3.0,-47.35,98.74,7.09
427,miri,4,NG,1572980964,25,10.31,9.75,81.3,3.96
428,corpus christi,75,US,1572980710,69,27.8,-97.4,87.8,9.17
429,mirabad,0,IR,1572980964,45,28.27,61.33,52.95,5.23
430,vostok,100,RU,1572980964,94,46.45,135.83,15.84,9.4
431,hofn,100,IS,1572980910,89,64.25,-15.21,34.56,17.05
432,kuryk,6,KZ,1572980965,51,43.18,51.68,54.68,32.41
433,barabai,94,ID,1572980965,79,-2.59,115.38,74.01,1.74
434,yinchuan,82,CN,1572980898,75,38.48,106.21,45.0,1.5
435,zhangye,24,CN,1572980966,62,38.94,100.46,39.52,0.65
436,beringovskiy,86,RU,1572980966,94,63.05,179.32,27.16,1.54
437,erenhot,31,CN,1572980967,58,43.65,111.97,42.89,8.14
438,thinadhoo,33,MV,1572980967,73,0.53,72.93,82.8,9.64
439,bulgan,0,MN,1572980967,73,48.81,103.53,24.55,3.42
440,kiruna,32,SE,1572980968,92,67.86,20.23,6.8,5.82
441,rio gallegos,75,AR,1572980968,43,-51.62,-69.22,51.8,36.91
442,antropovo,75,RU,1572980968,81,55.25,37.65,54.0,17.9
443,rakiv lis,99,UA,1572980968,93,51.62,24.92,52.11,7.2
444,gelemso,60,ET,1572980969,51,8.81,40.52,67.42,10.87
445,caravelas,15,BR,1572980969,56,-17.73,-39.27,88.74,14.9
446,evensk,100,RU,1572980969,93,61.92,159.24,26.92,17.9
447,devils lake,1,US,1572980969,62,48.11,-98.87,23.0,6.93
448,beira,40,ES,1572980969,82,43.2,-8.36,57.99,8.05
449,telica,63,HN,1572980969,56,14.72,-86.14,83.25,3.87
450,rio branco,40,BR,1572980970,70,-9.98,-67.82,87.8,6.93
451,kjollefjord,97,NO,1572980970,63,70.95,27.35,33.8,11.41
452,kilimatinde,15,TZ,1572980970,42,-5.75,34.82,79.56,8.46
453,neuquen,0,AR,1572980747,14,-38.95,-68.06,77.0,9.17
454,the valley,40,AI,1572980882,62,18.22,-63.06,86.0,16.11
455,ahipara,39,NZ,1572980970,100,-35.17,173.16,55.99,7.61
456,kabompo,72,ZM,1572980971,53,-13.6,24.21,74.84,4.32
457,sukhobezvodnoye,100,RU,1572980971,94,57.05,44.89,46.02,12.84
458,kerema,100,PG,1572980971,92,-7.96,145.78,72.99,1.97
459,kazachinskoye,100,RU,1572980971,69,57.69,93.28,22.6,5.57
460,klyuchi,0,RU,1572980971,64,52.25,79.17,31.95,2.95
461,tay ninh,58,VN,1572980880,93,11.3,106.1,75.42,2.62
462,furth im wald,75,DE,1572980972,100,49.31,12.85,46.0,4.7
463,chuy,24,UY,1572980972,50,-33.69,-53.46,69.04,12.1
464,itarema,43,BR,1572980972,48,-2.92,-39.92,89.6,15.77
465,guerrero negro,0,MX,1572980972,48,27.97,-114.04,74.79,7.38
466,uuemoisa,20,EE,1572980972,64,58.94,23.59,37.99,17.22
467,tshane,0,BW,1572980972,16,-24.02,21.87,85.05,9.35
468,hamilton,75,CA,1572980728,45,43.26,-79.87,50.0,19.46
469,westport,75,US,1572980973,71,41.14,-73.36,62.01,8.05
470,nampula,75,MZ,1572980973,73,-15.12,39.26,77.0,10.29
471,rabaul,100,PG,1572980973,82,-4.2,152.17,79.21,8.23
472,kocevje,75,SI,1572980974,100,45.64,14.86,57.2,8.05
473,sinnamary,62,GF,1572980384,80,5.38,-52.96,82.71,17.07
474,lorengau,100,PG,1572980392,72,-2.02,147.27,83.55,21.12
475,hami,37,CN,1572980974,32,42.84,93.51,46.17,2.62
476,bagdarin,97,RU,1572980974,78,54.44,113.59,0.59,5.7
477,gat,34,SN,1572980974,45,14.69,-16.54,102.2,10.29
478,jacmel,20,HT,1572980974,46,18.24,-72.54,91.4,6.93
479,port-gentil,40,GA,1572980975,88,-0.72,8.78,80.6,5.82
480,kununurra,57,AU,1572980975,83,-15.77,128.74,75.2,12.39
481,san juan,0,AR,1572980975,20,-31.54,-68.53,78.78,4.05
482,bowen,15,AU,1572980975,100,-20.01,148.25,69.01,5.82
483,lompoc,1,US,1572980767,34,34.64,-120.46,80.01,6.2
484,novobirilyussy,59,RU,1572980976,72,56.95,90.69,24.67,5.26
485,iquitos,31,PE,1572980976,34,-3.75,-73.25,97.99,2.86
486,tual,82,ID,1572980976,80,-5.67,132.75,79.05,10.63
487,lexington park,75,US,1572980976,42,38.26,-76.45,70.0,9.17
488,nirasaki,7,JP,1572980976,96,35.72,138.41,42.01,1.21
489,koulikoro,20,ML,1572980977,40,12.86,-7.56,87.8,6.93
490,cienfuegos,40,CU,1572980977,59,22.15,-80.44,89.6,6.93
491,moron,0,HT,1572980977,71,18.56,-74.26,82.99,8.88
492,kudahuvadhoo,98,MV,1572980387,76,2.67,72.89,82.78,11.3
493,kingsville,75,US,1572980977,55,27.52,-97.86,87.8,12.75
494,mercedes,0,UY,1572980978,54,-33.25,-58.03,78.01,3.0
495,talnakh,100,RU,1572980978,78,69.49,88.39,10.4,29.08
496,bahraich,0,IN,1572980978,50,27.58,81.6,69.67,4.79
497,tabas,0,IR,1572980978,30,33.6,56.92,59.0,6.93
498,calama,33,CL,1572980978,12,-22.46,-68.93,79.0,17.22
499,prince rupert,90,CA,1572980978,100,54.32,-130.32,48.2,4.7
500,oderzo,20,IT,1572980979,100,45.78,12.49,60.8,4.7
501,puerto maldonado,53,PE,1572980979,31,-12.59,-69.19,98.02,4.65
502,hopelchen,75,MX,1572980979,66,19.77,-89.85,86.0,11.41
503,two rivers,1,US,1572980979,52,44.15,-87.57,35.01,16.11
504,ca mau,100,VN,1572980979,89,9.18,105.15,75.45,2.17
505,muskegon,90,US,1572980979,51,43.23,-86.25,39.99,12.75
506,ciudad bolivar,12,VE,1572980979,51,8.12,-63.55,90.95,9.01
507,santa quiteria,0,ES,1572980980,42,37.67,-1.69,63.0,9.17
508,thibodaux,1,US,1572980980,53,29.8,-90.82,80.6,5.82
509,vila,20,IT,1572980980,93,45.18,8.4,55.0,5.82
510,barra da estiva,4,BR,1572980980,34,-13.63,-41.33,85.87,8.72
511,pishin,50,PK,1572980980,61,30.58,67.0,53.02,7.99
512,sfantu gheorghe,0,RO,1572980980,76,44.65,26.83,61.0,3.36
513,tonantins,50,BR,1572980981,48,-2.86,-67.77,92.95,2.46
514,sur,0,OM,1572980981,71,22.57,59.53,78.39,9.13
515,tagusao,50,PH,1572980981,86,9.19,117.81,76.3,6.46
516,oxbow,75,CA,1572980981,73,49.23,-102.17,23.0,8.05
517,praia,20,BR,1572980981,53,-20.25,-43.81,77.0,14.99
518,baruun-urt,17,MN,1572980981,79,46.68,113.28,28.58,6.78
519,saint andrews,100,NZ,1572980981,97,-44.53,171.19,50.0,4.0
520,ourossogui,8,SN,1572980982,25,15.61,-13.32,100.4,2.24
521,elat,69,CM,1572980982,96,2.91,11.16,69.87,2.06
522,fairbanks,1,US,1572980800,84,64.84,-147.72,12.99,3.36
523,antsohihy,98,MG,1572980982,66,-14.88,47.99,81.48,2.75
524,lembeni,58,TZ,1572980982,60,-3.78,37.62,78.51,17.87
525,labuhan,94,ID,1572980982,79,-2.54,115.51,74.01,1.74
526,boa vista,75,BR,1572980796,66,2.82,-60.67,86.0,21.92
527,sibolga,87,ID,1572980983,94,1.74,98.78,69.06,1.41
528,nabire,100,ID,1572980983,96,-3.36,135.5,71.37,0.76
529,kuala pilah,20,MY,1572980983,88,2.74,102.25,78.8,2.08
530,tabou,82,CI,1572980984,80,4.42,-7.36,79.75,3.53
531,paraiso,40,BR,1572980984,49,-0.03,-51.17,93.2,13.87
532,burkburnett,90,US,1572980984,62,34.1,-98.57,64.4,9.17
533,manado,20,ID,1572980984,94,1.49,124.85,71.6,1.12
534,ariquemes,16,BR,1572980984,41,-9.91,-63.03,96.64,3.78
535,santa rosa,0,AR,1572980932,11,-36.62,-64.29,80.42,9.71
536,san andres,39,PH,1572980985,89,13.32,122.68,78.08,9.08
537,ambunti,100,PG,1572980985,98,-4.22,142.82,71.53,1.25
538,dali,100,CN,1572980985,52,34.79,109.94,57.31,13.02
539,axim,32,GH,1572980985,83,4.87,-2.24,79.34,3.87
540,san patricio,100,PY,1572980985,65,-26.98,-56.83,81.86,7.05
541,usinsk,100,RU,1572980985,90,66.0,57.56,23.7,16.87
542,sosnovo-ozerskoye,3,RU,1572980985,68,52.53,111.54,16.92,12.01
543,portland,90,US,1572980986,81,43.66,-70.25,53.6,12.75
544,santa fe,51,AR,1572980986,48,-31.62,-60.7,82.99,1.99
545,icod de los vinos,75,ES,1572980986,93,28.37,-16.71,73.4,19.46
546,guatire,75,VE,1572980986,55,10.47,-66.54,87.8,8.05
547,tilichiki,100,RU,1572980986,85,60.47,166.1,34.92,30.71
548,auki,0,NG,1572980986,25,12.18,6.51,83.41,4.94
